question,branch_id,expected_divisi,finetuned_divisi,confidence,fallback_used,latency_supervisor_sec,predicted_divisi,correct,latency_total_sec,agent,answer,n_sop_docs_preview,citation_present,n_sop_docs_full,avg_retrieval_distance,grounding_precision,coverage_recall,n_answer_facts,n_context_facts,n_overlap_facts,llm_judge_verdict,hallucination_method,hallucinated,error,run
Berapa batas toleransi selisih rekonsiliasi kas?,,finance,finance,0.33989503459715,True,0.0015230178833007812,finance,1,3.439966917037964,Finance,"Batas toleransi selisih rekonsiliasi kas adalah Rp 10.000. Selisih di atas Rp 50.000 wajib dieskalasi ke Manajer Keuangan Pusat untuk investigasi menyeluruh.

Sumber: sop_finance.txt",2,True,2,1.033590018749237,1.0,0.6666666666666666,2.0,3.0,2.0,,fact_grounding,0.0,,1
Apa penyebab umum selisih omzet harian?,,finance,finance,0.35723393781357027,True,0.001764059066772461,finance,1,3.8731729984283447,Finance,"Menurut SOP Divisi Keuangan - Savoria Resto Group, penyebab umum selisih omzet harian adalah kesalahan penginputan data oleh kasir atau kesalahan sistem. Oleh karena itu, penting untuk memastikan bahwa data yang diinputkan dengan akurat dan segera.

Sumber informasi: sop_finance.txt",2,True,2,0.8777139782905579,,0.0,0.0,2.0,0.0,not_grounded,llm_judge,1.0,,1
Adakah selisih keuangan yang perlu diwaspadai bulan ini?,BR01,finance,finance,0.5538339516085066,False,0.002125978469848633,finance,1,2.431309938430786,Finance,"Ya, ada selisih keuangan yang perlu diwaspadai bulan ini. Selisih rekonsiliasi sepanjang bulan mencapai Rp 0, karena tidak ada selisih di atas Rp 50.000 pada periode data.

Sumber: sop_finance.txt",2,True,2,0.7768004834651947,0.5,0.5,2.0,2.0,1.0,,fact_grounding,1.0,,1
Bagaimana prosedur rekonsiliasi kas harian?,,finance,finance,0.27626263665474343,True,0.001283407211303711,finance,1,4.8626930713653564,Finance,"Prosedur rekonsiliasi kas harian adalah sebagai berikut:

1. Setiap cabang harus mencatat total penjualan harian dari sistem kasir.
2. Mereka kemudian melakukan rekonsiliasi dengan data yang ada di sistem pusat untuk memastikan keselarasan antara kedua sumber tersebut.
3. Jika terdapat selisih, maka cabang harus melaporkan kebocoran keuangan kepada tim audit dan mengambil tindakan yang diperlukan.

Sumber: SOP Finance - Savoria Resto Group (sop_finance.txt)",2,True,2,0.9091423153877258,,0.0,0.0,3.0,0.0,not_grounded,llm_judge,1.0,,1
Bagaimana cuaca hari ini di Yogyakarta?,,general,general,0.39308245494331645,True,0.00179290771484375,general,1,0.8834631443023682,General,"Maaf, pertanyaan ini tidak termasuk ke divisi Inventory, Order, HR, atau Finance. Coba ajukan pertanyaan yang lebih spesifik terkait salah satu divisi tersebut.",0,False,0,,,,,,,,no_context,,,1
Siapa nama CEO Savoria?,,general,general,0.33619140579467277,True,0.0015120506286621094,general,1,0.8219776153564453,General,"Maaf, pertanyaan ini tidak termasuk ke divisi Inventory, Order, HR, atau Finance. Coba ajukan pertanyaan yang lebih spesifik terkait salah satu divisi tersebut.",0,False,0,,,,,,,,no_context,,,1
Apa resep rahasia saus andalan restoran?,,general,general,0.43770122016956997,True,0.0015254020690917969,general,1,0.842759370803833,General,"Maaf, pertanyaan ini tidak termasuk ke divisi Inventory, Order, HR, atau Finance. Coba ajukan pertanyaan yang lebih spesifik terkait salah satu divisi tersebut.",0,False,0,,,,,,,,no_context,,,1
Bahan apa yang paling kritis stoknya hari ini?,,inventory,inventory,0.42675748944270964,True,0.0035195350646972656,inventory,1,3.3135106563568115,Inventory,"Berdasarkan data aktual yang tersedia, bahan yang paling kritis stoknya hari ini adalah Minyak Goreng di Savoria Malioboro dengan sisa 1 liter (1.4%) yang mendekati masa kedaluwarsa.

Sumber informasi: sop_inventory.txt",2,True,2,0.7737762629985809,1.0,0.26666666666666666,4.0,15.0,4.0,,fact_grounding,0.0,,2
Kapan bahan baku harus direstock?,,inventory,inventory,0.49367568506530096,True,0.002278566360473633,inventory,1,4.54096245765686,Inventory,"Bahan baku harus direstock jika stok bahan baku (stock_remaining) berada di bawah 10% dari stok awal hari (stock_start). Jika kondisi ini terpenuhi, maka bahan tersebut dikategorikan sebagai STATUS KRITIS dan wajib dilakukan pemesanan ulang (restock) dalam waktu maksimal 1x24 jam ke supplier terkait.

Sumber: SOP Inventory - Savoria Resto Group (sop_inventory.txt)",2,True,2,0.8307016491889954,1.0,0.16666666666666666,3.0,18.0,3.0,,fact_grounding,0.0,,2
Bagaimana cara mencegah bahan baku terbuang?,,inventory,general,0.33127818193444813,True,0.0010807514190673828,inventory,1,4.874609470367432,Inventory,"Untuk mencegah bahan baku terbuang, perlu dilakukan pengecekan stok bahan baku secara teratur dan dilaporkan ke Manajer Cabang jika sisa stok mendekati masa kedaluwarsa. Bahan baku dengan sisa stok tinggi harus dilaporkan untuk dipertimbangkan promosi menu terkait guna mengurangi bahan yang terbuang.

Sumber informasi: SOP DIVISI INVENTORY - SAVORIA RESTO GROUP, data aktual dari stok per 2026-06-29.",2,True,2,0.7891063094139099,1.0,0.16666666666666666,3.0,18.0,3.0,,fact_grounding,0.0,,2
Stok bahan baku mana saja yang statusnya waspada?,BR01,inventory,inventory,0.39995194484465096,True,0.003263235092163086,inventory,1,3.6638197898864746,Inventory,"Berdasarkan konteks SOP dan data aktual, stok bahan baku yang statusnya waspada adalah Minyak Goreng di Savoria Malioboro dengan sisa 1 liter (1.4%) dan Daging Sapi di Savoria Malioboro dengan sisa 2 kg (2.1%).

Sumber informasi: sop_inventory.txt",2,True,2,0.7341052293777466,1.0,0.3181818181818182,7.0,22.0,7.0,,fact_grounding,0.0,,2
Apa SOP penanganan bahan baku yang mendekati kadaluarsa?,,inventory,inventory,0.48504500871772843,True,0.0026788711547851562,inventory,1,4.029301643371582,Inventory,"SOP terkait penanganan bahan baku yang mendekati kadaluarsa adalah sebagai berikut:

Bahan baku dengan sisa stok tinggi namun mendekati masa kedaluwarsa harus dilaporkan ke Manajer Cabang untuk dipertimbangkan promosi menu terkait guna mengurangi bahan yang terbuang.

Sumber informasi: SOP Divisi Inventory - Savoria Resto Group, data aktual.",2,True,2,0.7173924446105957,,0.0,0.0,18.0,0.0,not_grounded,llm_judge,1.0,,2
Menu apa yang paling laris bulan ini?,,order,order,0.3458760417104323,True,0.001566171646118164,order,1,3.122744083404541,Order,"Berdasarkan data aktual dan SOP Divisi Order/Savoria Resto Group, menu yang paling laris bulan ini adalah Es Teh Manis dengan 6578 porsi terjual.

Sumber: sop_order.txt.",2,True,2,0.8420008420944214,1.0,0.11764705882352941,2.0,17.0,2.0,,fact_grounding,0.0,,2
Apa yang harus dilakukan saat jam sibuk?,,order,order,0.3488848464324211,True,0.0013453960418701172,order,1,3.732103109359741,Order,"Pada jam sibuk (pukul 11.00-14.00 dan 18.00-21.00), setiap cabang wajib menambah minimal 1 staf kasir/dapur ekstra untuk menjaga SLA 15 menit tetap terpenuhi.

Sumber: sop_order.txt",2,True,2,0.8128782212734222,1.0,0.2857142857142857,6.0,21.0,6.0,,fact_grounding,0.0,,2
Bagaimana urutan prioritas pesanan online vs offline?,,order,order,0.4042429958145913,True,0.002262592315673828,order,1,3.8371825218200684,Order,"Berdasarkan konteks SOP di atas, urutan prioritas pesanan adalah berdasarkan waktu masuk, yaitu First-In-First-Out (FIFO). Pesanan disusun berdasarkan waktu masuk, tidak berdasarkan kanal. 

SOP terkait hal ini tersedia di knowledge base, dan sumber informasinya adalah file ""sop_order.txt"".",2,True,2,0.7483443915843964,,0.0,0.0,15.0,0.0,not_grounded,llm_judge,1.0,,2
Bagaimana distribusi kanal pemesanan di cabang ini?,BR01,order,order,0.2572762658715456,True,0.002412080764770508,order,1,3.4471824169158936,Order,"Distribusi kanal pemesanan di cabang ini adalah sebagai berikut:

- Offline: 46.7%
- GoFood: 23.7%
- GrabFood: 19.5%
- ShopeeFood: 10.0%

Sumber informasi: sop_order.txt",2,True,2,0.8384671211242676,1.0,0.23529411764705882,4.0,17.0,4.0,,fact_grounding,0.0,,2
Menu apa yang penjualannya paling rendah?,,order,order,0.4379550864154877,True,0.0025162696838378906,order,1,3.247718095779419,Order,"Berdasarkan data aktual yang tersedia di SOP Order, menu dengan penjualan paling rendah adalah Ayam Bakar Madu Savoria dengan jumlah porsi terjual sebesar 4707 porsi. 

Sumber informasimu: sop_order.txt.",2,True,2,0.8501414954662323,1.0,0.1875,3.0,16.0,3.0,,fact_grounding,0.0,,2
Berapa minimal staf shift malam saat weekend?,,hr,hr,0.679440244568779,False,0.00189208984375,hr,1,1.665785312652588,HR,"Minimal staf shift malam saat weekend adalah 2 Chef dan 3 Waiter.

Sumber: SOP_hr.txt",2,True,2,0.6230376064777374,1.0,0.08333333333333333,2.0,24.0,2.0,,fact_grounding,0.0,,2
Apa aturan kalau jadwal shift bentrok?,,hr,hr,0.32012410114665035,True,0.0014071464538574219,hr,1,3.8576862812042236,HR,"Aturan kalau jadwal shift bentrok adalah bahwa satu karyawan tidak boleh dijadwalkan pada dua shift yang tumpang tindih waktunya dalam hari yang sama, kecuali dalam kondisi darurat kekurangan staf mendadak dan harus mendapat persetujuan dari Manajer Cabang.

Sumber: SOP_hr.txt",2,True,2,0.7388952076435089,,0.0,0.0,24.0,0.0,not_grounded,llm_judge,1.0,,2
Apakah ada kekurangan staf shift malam akhir pekan?,BR01,hr,hr,0.5122864104620968,True,0.0012776851654052734,hr,1,5.527276039123535,HR,"Ya, terdapat beberapa kekurangan staf shift malam akhir pekan di Savoria Malioboro. Berdasarkan data aktual yang tersedia, ada beberapa hari akhir pekan yang memiliki staf di bawah komposisi minimum (kurang dari 2 Chef atau 3 Waiter). Contohnya adalah:

- 2026-06-06: hanya 1 staf
- 2026-06-28: hanya 1 staf

Dalam hal ini, Divisi HR wajib melakukan penjadwalan ulang atau menambah shift tambahan minimal 3 hari sebelum tanggal tersebut.

Sumber informasi: SOP_hr.txt",2,True,2,0.6577638685703278,1.0,0.3888888888888889,7.0,18.0,7.0,,fact_grounding,0.0,,2
Bagaimana SOP pengajuan cuti karyawan?,,hr,hr,0.26476422494703994,True,0.0014004707336425781,hr,1,2.4212563037872314,HR,"SOP terkait hal ini belum tersedia di knowledge base.

Sumber informasimu: sop_hr.txt.",2,True,2,0.7578901052474976,,0.0,0.0,25.0,0.0,not_grounded,llm_judge,1.0,,2
Berapa batas toleransi selisih rekonsiliasi kas?,,finance,finance,0.33989503459715,True,0.001766204833984375,finance,1,3.1369333267211914,Finance,"Batas toleransi selisih rekonsiliasi kas adalah Rp 10.000. Selisih di atas Rp 10.000 memerlukan pengecekan ulang bukti transaksi kasir.

Sumber: sop_finance.txt",2,True,2,1.033590018749237,1.0,0.3333333333333333,1.0,3.0,1.0,not_grounded,llm_judge,1.0,,2
Apa penyebab umum selisih omzet harian?,,finance,finance,0.35723393781357027,True,0.002179384231567383,finance,1,4.4160075187683105,Finance,"Menurut SOP Divisi Keuangan - Savoria Resto Group, penyebab umum selisih omzet harian adalah karena perbedaan antara total penjualan yang diakui oleh sistem kasir dan total penjualan yang sebenarnya terjadi. Hal ini dapat disebabkan oleh beberapa faktor seperti kesalahan penginputan data, perubahan dalam strategi pemasaran, atau perubahan dalam kondisi pasar.

Sumber informasi: SOP_divisi_keuangan.txt",2,True,2,0.8777139782905579,,0.0,0.0,2.0,0.0,not_grounded,llm_judge,1.0,,2
Adakah selisih keuangan yang perlu diwaspadai bulan ini?,BR01,finance,finance,0.5538339516085066,False,0.0022118091583251953,finance,1,2.0919950008392334,Finance,"Ya, ada selisih keuangan yang perlu diwaspadai bulan ini. Selisih rekonsiliasi sepanjang bulan tidak melebihi Rp 50.000.

Sumber: sop_finance.txt",2,True,2,0.7768004834651947,1.0,0.5,1.0,2.0,1.0,not_grounded,llm_judge,1.0,,2
Bagaimana prosedur rekonsiliasi kas harian?,,finance,finance,0.27626263665474343,True,0.0011658668518066406,finance,1,3.1710638999938965,Finance,"Berdasarkan konteks SOP dan data aktual yang tersedia, saya tidak menemukan informasi tentang prosedur rekonsiliasi kas harian dalam SOP Divisi Keuangan - Savoria Resto Group.

SOP terkait hal ini belum tersedia di knowledge base.",2,True,2,0.9091423153877258,,0.0,0.0,3.0,0.0,not_grounded,llm_judge,1.0,,2
Bagaimana cuaca hari ini di Yogyakarta?,,general,general,0.39308245494331645,True,0.0014772415161132812,general,1,0.8817589282989502,General,"Maaf, pertanyaan ini tidak termasuk ke divisi Inventory, Order, HR, atau Finance. Coba ajukan pertanyaan yang lebih spesifik terkait salah satu divisi tersebut.",0,False,0,,,,,,,,no_context,,,2
Siapa nama CEO Savoria?,,general,general,0.33619140579467277,True,0.0014319419860839844,general,1,0.9012706279754639,General,"Maaf, pertanyaan ini tidak termasuk ke divisi Inventory, Order, HR, atau Finance. Coba ajukan pertanyaan yang lebih spesifik terkait salah satu divisi tersebut.",0,False,0,,,,,,,,no_context,,,2
Apa resep rahasia saus andalan restoran?,,general,general,0.43770122016956997,True,0.0018486976623535156,general,1,0.8895313739776611,General,"Maaf, pertanyaan ini tidak termasuk ke divisi Inventory, Order, HR, atau Finance. Coba ajukan pertanyaan yang lebih spesifik terkait salah satu divisi tersebut.",0,False,0,,,,,,,,no_context,,,2
Bahan apa yang paling kritis stoknya hari ini?,,inventory,inventory,0.42675748944270964,True,0.0028543472290039062,inventory,1,3.4139292240142822,Inventory,"Berdasarkan data aktual yang tersedia, bahan dengan sisa stok tinggi namun mendekati masa kedaluwarsa adalah Minyak Goreng di Savoria Malioboro dengan sisa 1 liter (1.4%) dan status KRITIS.

Sumber informasi: sop_inventory.txt",2,True,2,0.7737762629985809,1.0,0.26666666666666666,4.0,15.0,4.0,,fact_grounding,0.0,,3
Kapan bahan baku harus direstock?,,inventory,inventory,0.49367568506530096,True,0.0018148422241210938,inventory,1,4.035417318344116,Inventory,"Bahan baku harus direstock jika stok bahan baku berada di bawah 10% dari stok awal hari. Dalam kasus ini, karena stok bahan baku di semua cabang sudah mencapai 0%, maka bahan baku tersebut harus direstock dalam waktu maksimal 1x24 jam ke supplier terkait.

Sumber: SOP Inventory - Savoria Resto Group (sop_inventory.txt)",2,True,2,0.8307016491889954,1.0,0.2222222222222222,4.0,18.0,4.0,,fact_grounding,0.0,,3
Bagaimana cara mencegah bahan baku terbuang?,,inventory,general,0.33127818193444813,True,0.0012271404266357422,inventory,1,4.941428184509277,Inventory,"Untuk mencegah bahan baku terbuang, perlu dilakukan pengecekan stok bahan baku secara teratur dan dilaporkan ke Manajer Cabang jika sisa stok mendekati masa kedaluwarsa. Dalam kasus ini, bahan baku dengan sisa stok tinggi harus dilaporkan ke Manajer Cabang untuk dipertimbangkan promosi menu terkait guna mengurangi bahan yang terbuang.

Sumber informasi: SOP Divisi Inventory - Savoria Resto Group (sop_inventory.txt)",2,True,2,0.7891063094139099,,0.0,0.0,18.0,0.0,not_grounded,llm_judge,1.0,,3
Stok bahan baku mana saja yang statusnya waspada?,BR01,inventory,inventory,0.39995194484465096,True,0.0017197132110595703,inventory,1,4.616708517074585,Inventory,"Berdasarkan konteks SOP dan data aktual, stok bahan baku dengan status WASPADA adalah:

- Minyak Goreng di Savoria Malioboro: sisa 1 liter (1.4%)
- Daging Sapi di Savoria Malioboro: sisa 2 kg (2.1%)
- Ayam di Savoria Malioboro: sisa 3 kg (9.1%)

Sumber informasi: SOP Divisi Inventory - Savoria Resto Group dan data aktual per 2026-06-29.",2,True,2,0.7341052293777466,1.0,0.5909090909090909,13.0,22.0,13.0,,fact_grounding,0.0,,3
Apa SOP penanganan bahan baku yang mendekati kadaluarsa?,,inventory,inventory,0.48504500871772843,True,0.0014104843139648438,inventory,1,4.0779993534088135,Inventory,"SOP terkait penanganan bahan baku yang mendekati kadaluarsa adalah sebagai berikut:

Bahan baku dengan sisa stok tinggi namun mendekati masa kedaluwarsa harus dilaporkan ke Manajer Cabang untuk dipertimbangkan promosi menu terkait guna mengurangi bahan yang terbuang.

Sumber: SOP Inventory - Savoria Resto Group (sop_inventory.txt)",2,True,2,0.7173924446105957,,0.0,0.0,18.0,0.0,not_grounded,llm_judge,1.0,,3
Menu apa yang paling laris bulan ini?,,order,order,0.3458760417104323,True,0.0012793540954589844,order,1,3.176586389541626,Order,"Berdasarkan data aktual yang tersedia di SOP divisi order, menu yang paling laris bulan ini adalah Es Teh Manis dengan 6578 porsi terjual.

Sumber: sop_order.txt.",2,True,2,0.8420008420944214,1.0,0.11764705882352941,2.0,17.0,2.0,,fact_grounding,0.0,,3
Apa yang harus dilakukan saat jam sibuk?,,order,order,0.3488848464324211,True,0.0013616085052490234,order,1,3.572697877883911,Order,"Pada jam sibuk (pukul 11.00-14.00 dan 18.00-21.00), setiap cabang wajib menambah minimal 1 staf kasir/dapur ekstra untuk menjaga SLA 15 menit tetap terpenuhi.

Sumber: SOP_order.txt",2,True,2,0.8128782212734222,1.0,0.2857142857142857,6.0,21.0,6.0,,fact_grounding,0.0,,3
Bagaimana urutan prioritas pesanan online vs offline?,,order,order,0.4042429958145913,True,0.0019681453704833984,order,1,4.350525140762329,Order,"Urutan prioritas pesanan adalah berdasarkan waktu masuk, yaitu First-In-First-Out (FIFO). Pesanan disusun berdasarkan waktu masuk, tidak berdasarkan kanal. Dilarang mendahulukan pesanan online di atas pesanan dine-in yang sudah masuk lebih dulu, kecuali ada indikasi keterlambatan pengambilan oleh kurir online yang berisiko dibatalkan sistem.

Sumber: SOP_order.txt",2,True,2,0.7483443915843964,,0.0,0.0,15.0,0.0,not_grounded,llm_judge,1.0,,3
Bagaimana distribusi kanal pemesanan di cabang ini?,BR01,order,order,0.2572762658715456,True,0.002294778823852539,order,1,3.4076995849609375,Order,"Distribusi kanal pemesanan di cabang ini adalah sebagai berikut:

- Offline: 46.7%
- GoFood: 23.7%
- GrabFood: 19.5%
- ShopeeFood: 10.0%

Sumber informasi: sop_order.txt",2,True,2,0.8384671211242676,1.0,0.23529411764705882,4.0,17.0,4.0,,fact_grounding,0.0,,3
Menu apa yang penjualannya paling rendah?,,order,order,0.4379550864154877,True,0.0023429393768310547,order,1,2.9991581439971924,Order,"Berdasarkan data aktual yang tersedia, menu dengan penjualan paling rendah adalah Ayam Bakar Madu Savoria dengan 4707 porsi terjual.

Sumber informasi: sop_order.txt.",2,True,2,0.8501414954662323,1.0,0.1875,3.0,16.0,3.0,,fact_grounding,0.0,,3
Berapa minimal staf shift malam saat weekend?,,hr,hr,0.679440244568779,False,0.003864288330078125,hr,1,1.5911078453063965,HR,"Minimal staf shift malam saat weekend adalah 2 Chef dan 3 Waiter.

Sumber: SOP_hr.txt",2,True,2,0.6230376064777374,1.0,0.08333333333333333,2.0,24.0,2.0,,fact_grounding,0.0,,3
Apa aturan kalau jadwal shift bentrok?,,hr,hr,0.32012410114665035,True,0.003004312515258789,hr,1,3.850116729736328,HR,"Aturan kalau jadwal shift bentrok adalah, satu karyawan tidak boleh dijadwalkan pada dua shift yang tumpang tindih waktunya dalam hari yang sama, kecuali dalam kondisi darurat kekurangan staf mendadak dan harus mendapat persetujuan dari Manajer Cabang.

Sumber: SOP_hr.txt",2,True,2,0.7388952076435089,,0.0,0.0,24.0,0.0,not_grounded,llm_judge,1.0,,3
Apakah ada kekurangan staf shift malam akhir pekan?,BR01,hr,hr,0.5122864104620968,True,0.002460002899169922,hr,1,4.292058229446411,HR,"Ya, terdapat beberapa kekurangan staf shift malam akhir pekan di Savoria Malioboro. Berdasarkan data aktual yang tersedia, ada beberapa hari akhir pekan yang memiliki staf di bawah komposisi minimal, yaitu:

- 2026-06-06: hanya 1 staf (minimal 5)
- 2026-06-28: hanya 1 staf (minimal 5)

Sumber informasi: SOP_hr.txt",2,True,2,0.6577638685703278,1.0,0.3333333333333333,6.0,18.0,6.0,,fact_grounding,0.0,,3
Bagaimana SOP pengajuan cuti karyawan?,,hr,hr,0.26476422494703994,True,0.0021467208862304688,hr,1,2.53662109375,HR,"SOP terkait hal ini belum tersedia di knowledge base.

Sumber informasimu: sop_hr.txt.",2,True,2,0.7578901052474976,,0.0,0.0,25.0,0.0,not_grounded,llm_judge,1.0,,3
